region,datetime,latency_ms
US-CAISO,2024-01-05 22:00:00,126.87
US-CAISO,2024-01-05 23:00:00,159.9
US-CAISO,2024-01-06 00:00:00,174.25
US-CAISO,2024-01-06 01:00:00,152.0
US-CAISO,2024-01-06 02:00:00,143.17
US-CAISO,2024-01-06 03:00:00,150.78
US-CAISO,2024-01-06 04:00:00,96.57
US-CAISO,2024-01-06 05:00:00,152.89
US-CAISO,2024-01-06 06:00:00,180.13
US-CAISO,2024-01-06 07:00:00,151.86
US-CAISO,2024-01-06 08:00:00,141.49
US-CAISO,2024-01-06 09:00:00,158.25
US-CAISO,2024-01-06 10:00:00,135.16
US-CAISO,2024-01-06 11:00:00,186.96
US-CAISO,2024-01-06 12:00:00,206.33
US-CAISO,2024-01-06 13:00:00,110.47
US-CAISO,2024-01-06 14:00:00,101.89
US-CAISO,2024-01-06 15:00:00,176.74
US-CAISO,2024-01-06 16:00:00,151.16
US-CAISO,2024-01-06 17:00:00,156.35
US-CAISO,2024-01-06 18:00:00,154.5
US-CAISO,2024-01-06 19:00:00,121.68
US-CAISO,2024-01-06 20:00:00,181.0
US-CAISO,2024-01-06 21:00:00,152.78
US-CAISO,2024-01-06 22:00:00,178.11
US-CAISO,2024-01-06 23:00:00,124.9
US-CAISO,2024-01-07 00:00:00,133.48
US-CAISO,2024-01-07 01:00:00,155.85
US-CAISO,2024-01-07 02:00:00,149.11
US-CAISO,2024-01-07 03:00:00,177.65
US-CAISO,2024-01-07 04:00:00,169.0
US-CAISO,2024-01-07 05:00:00,142.82
US-CAISO,2024-01-07 06:00:00,118.43
US-CAISO,2024-01-07 07:00:00,201.71
US-CAISO,2024-01-07 08:00:00,222.16
US-CAISO,2024-01-07 09:00:00,124.23
US-CAISO,2024-01-07 10:00:00,149.62
US-CAISO,2024-01-07 11:00:00,115.93
US-CAISO,2024-01-07 12:00:00,127.5
US-CAISO,2024-01-07 13:00:00,139.53
US-CAISO,2024-01-07 14:00:00,191.75
US-CAISO,2024-01-07 15:00:00,205.38
US-CAISO,2024-01-07 16:00:00,113.79
US-CAISO,2024-01-07 17:00:00,98.05
US-CAISO,2024-01-07 18:00:00,80.69
US-CAISO,2024-01-07 19:00:00,137.15
US-CAISO,2024-01-07 20:00:00,177.84
US-CAISO,2024-01-07 21:00:00,135.49
US-CAISO,2024-01-07 22:00:00,124.6
US-CAISO,2024-01-07 23:00:00,155.24
US-CAISO,2024-01-08 00:00:00,101.0
US-CAISO,2024-01-08 01:00:00,74.33
US-CAISO,2024-01-08 02:00:00,168.43
US-CAISO,2024-01-08 03:00:00,182.08
US-CAISO,2024-01-08 04:00:00,182.93
US-CAISO,2024-01-08 05:00:00,245.13
US-CAISO,2024-01-08 06:00:00,144.9
US-CAISO,2024-01-08 07:00:00,104.85
US-CAISO,2024-01-08 08:00:00,111.12
US-CAISO,2024-01-08 09:00:00,171.41
US-CAISO,2024-01-08 10:00:00,121.51
US-CAISO,2024-01-08 11:00:00,131.17
US-CAISO,2024-01-08 12:00:00,153.11
US-CAISO,2024-01-08 13:00:00,135.36
US-CAISO,2024-01-08 14:00:00,148.41
US-CAISO,2024-01-08 15:00:00,153.9
US-CAISO,2024-01-08 16:00:00,98.7
US-CAISO,2024-01-08 17:00:00,110.03
US-CAISO,2024-01-08 18:00:00,147.39
US-CAISO,2024-01-08 19:00:00,180.78
US-CAISO,2024-01-08 20:00:00,151.03
US-CAISO,2024-01-08 21:00:00,236.36
US-CAISO,2024-01-08 22:00:00,165.56
US-CAISO,2024-01-08 23:00:00,160.85
US-CAISO,2024-01-09 00:00:00,229.1
US-CAISO,2024-01-09 01:00:00,185.63
US-CAISO,2024-01-09 02:00:00,142.54
US-CAISO,2024-01-09 03:00:00,180.41
US-CAISO,2024-01-09 04:00:00,148.57
US-CAISO,2024-01-09 05:00:00,144.98
US-CAISO,2024-01-09 06:00:00,177.84
US-CAISO,2024-01-09 07:00:00,215.36
US-CAISO,2024-01-09 08:00:00,102.49
US-CAISO,2024-01-09 09:00:00,151.66
US-CAISO,2024-01-09 10:00:00,97.92
US-CAISO,2024-01-09 11:00:00,135.88
US-CAISO,2024-01-09 12:00:00,182.05
US-CAISO,2024-01-09 13:00:00,149.97
US-CAISO,2024-01-09 14:00:00,141.59
US-CAISO,2024-01-09 15:00:00,152.63
US-CAISO,2024-01-09 16:00:00,191.22
US-CAISO,2024-01-09 17:00:00,179.98
US-CAISO,2024-01-09 18:00:00,133.81
US-CAISO,2024-01-09 19:00:00,140.15
US-CAISO,2024-01-09 20:00:00,145.1
US-CAISO,2024-01-09 21:00:00,147.01
US-CAISO,2024-01-09 22:00:00,186.2
US-CAISO,2024-01-09 23:00:00,118.28
US-CAISO,2024-01-10 00:00:00,169.58
US-CAISO,2024-01-10 01:00:00,170.64
US-CAISO,2024-01-10 02:00:00,192.41
US-CAISO,2024-01-10 03:00:00,157.78
US-CAISO,2024-01-10 04:00:00,183.89
US-CAISO,2024-01-10 05:00:00,117.52
US-CAISO,2024-01-10 06:00:00,108.59
US-CAISO,2024-01-10 07:00:00,161.8
US-CAISO,2024-01-10 08:00:00,120.75
US-CAISO,2024-01-10 09:00:00,90.96
US-CAISO,2024-01-10 10:00:00,121.45
US-CAISO,2024-01-10 11:00:00,156.16
US-CAISO,2024-01-10 12:00:00,196.19
US-CAISO,2024-01-10 13:00:00,184.82
US-CAISO,2024-01-10 14:00:00,177.71
US-CAISO,2024-01-10 15:00:00,130.64
US-CAISO,2024-01-10 16:00:00,157.34
US-CAISO,2024-01-10 17:00:00,135.08
US-CAISO,2024-01-10 18:00:00,136.58
US-CAISO,2024-01-10 19:00:00,109.76
US-CAISO,2024-01-10 20:00:00,214.93
US-CAISO,2024-01-10 21:00:00,184.78
US-CAISO,2024-01-10 22:00:00,178.87
US-CAISO,2024-01-10 23:00:00,158.56
US-CAISO,2024-01-11 00:00:00,142.94
US-CAISO,2024-01-11 01:00:00,138.3
US-CAISO,2024-01-11 02:00:00,159.03
US-CAISO,2024-01-11 03:00:00,161.3
US-CAISO,2024-01-11 04:00:00,114.93
US-CAISO,2024-01-11 05:00:00,143.95
US-CAISO,2024-01-11 06:00:00,143.57
US-CAISO,2024-01-11 07:00:00,172.15
US-CAISO,2024-01-11 08:00:00,110.24
US-CAISO,2024-01-11 09:00:00,172.4
US-CAISO,2024-01-11 10:00:00,163.85
US-CAISO,2024-01-11 11:00:00,161.5
US-CAISO,2024-01-11 12:00:00,112.09
US-CAISO,2024-01-11 13:00:00,164.41
US-CAISO,2024-01-11 14:00:00,174.73
US-CAISO,2024-01-11 15:00:00,152.41
US-CAISO,2024-01-11 16:00:00,139.51
US-CAISO,2024-01-11 17:00:00,187.18
US-CAISO,2024-01-11 18:00:00,96.81
US-CAISO,2024-01-11 19:00:00,159.54
US-CAISO,2024-01-11 20:00:00,163.25
US-CAISO,2024-01-11 21:00:00,99.51
US-CAISO,2024-01-11 22:00:00,142.85
US-CAISO,2024-01-11 23:00:00,127.36
US-CAISO,2024-01-12 00:00:00,170.68
US-CAISO,2024-01-12 01:00:00,164.09
US-CAISO,2024-01-12 02:00:00,212.16
US-CAISO,2024-01-12 03:00:00,157.73
US-CAISO,2024-01-12 04:00:00,141.62
US-CAISO,2024-01-12 05:00:00,136.08
US-CAISO,2024-01-12 06:00:00,179.69
US-CAISO,2024-01-12 07:00:00,201.94
US-CAISO,2024-01-12 08:00:00,208.74
US-CAISO,2024-01-12 09:00:00,147.98
US-CAISO,2024-01-12 10:00:00,120.47
US-CAISO,2024-01-12 11:00:00,151.29
US-CAISO,2024-01-12 12:00:00,155.87
US-CAISO,2024-01-12 13:00:00,123.01
US-CAISO,2024-01-12 14:00:00,151.18
US-CAISO,2024-01-12 15:00:00,139.05
US-CAISO,2024-01-12 16:00:00,207.6
US-CAISO,2024-01-12 17:00:00,203.86
US-CAISO,2024-01-12 18:00:00,190.91
US-CAISO,2024-01-12 19:00:00,159.02
US-CAISO,2024-01-12 20:00:00,127.45
US-CAISO,2024-01-12 21:00:00,163.12
US-CAISO,2024-01-12 22:00:00,130.93
US-CAISO,2024-01-12 23:00:00,129.41
US-CAISO,2024-01-13 00:00:00,195.66
US-CAISO,2024-01-13 01:00:00,255.59
US-CAISO,2024-01-13 02:00:00,161.8
US-CAISO,2024-01-13 03:00:00,146.26
US-CAISO,2024-01-13 04:00:00,209.65
US-CAISO,2024-01-13 05:00:00,214.43
US-CAISO,2024-01-13 06:00:00,139.21
US-CAISO,2024-01-13 07:00:00,149.77
US-CAISO,2024-01-13 08:00:00,114.3
US-CAISO,2024-01-13 09:00:00,136.36
US-CAISO,2024-01-13 10:00:00,123.11
US-CAISO,2024-01-13 11:00:00,165.41
US-CAISO,2024-01-13 12:00:00,174.63
US-CAISO,2024-01-13 13:00:00,126.9
US-CAISO,2024-01-13 14:00:00,170.59
US-CAISO,2024-01-13 15:00:00,193.52
US-CAISO,2024-01-13 16:00:00,199.55
US-CAISO,2024-01-13 17:00:00,122.47
US-CAISO,2024-01-13 18:00:00,129.73
US-CAISO,2024-01-13 19:00:00,164.33
US-CAISO,2024-01-13 20:00:00,141.84
US-CAISO,2024-01-13 21:00:00,182.7
US-CAISO,2024-01-13 22:00:00,97.94
US-CAISO,2024-01-13 23:00:00,170.71
US-CAISO,2024-01-14 00:00:00,134.14
US-CAISO,2024-01-14 01:00:00,114.32
US-CAISO,2024-01-14 02:00:00,104.16
US-CAISO,2024-01-14 03:00:00,145.19
US-CAISO,2024-01-14 04:00:00,129.4
US-CAISO,2024-01-14 05:00:00,173.67
US-CAISO,2024-01-14 06:00:00,124.15
US-CAISO,2024-01-14 07:00:00,157.79
US-CAISO,2024-01-14 08:00:00,162.55
US-CAISO,2024-01-14 09:00:00,171.16
US-CAISO,2024-01-14 10:00:00,122.11
US-CAISO,2024-01-14 11:00:00,131.85
US-CAISO,2024-01-14 12:00:00,177.56
US-CAISO,2024-01-14 13:00:00,166.51
US-CAISO,2024-01-14 14:00:00,118.05
US-CAISO,2024-01-14 15:00:00,191.27
US-CAISO,2024-01-14 16:00:00,149.68
US-CAISO,2024-01-14 17:00:00,138.34
US-CAISO,2024-01-14 18:00:00,133.31
US-CAISO,2024-01-14 19:00:00,191.59
US-CAISO,2024-01-14 20:00:00,192.87
US-CAISO,2024-01-14 21:00:00,143.89
US-CAISO,2024-01-14 22:00:00,126.62
US-CAISO,2024-01-14 23:00:00,175.26
US-CAISO,2024-01-15 00:00:00,119.46
US-CAISO,2024-01-15 01:00:00,156.7
US-CAISO,2024-01-15 02:00:00,103.37
US-CAISO,2024-01-15 03:00:00,130.08
US-CAISO,2024-01-15 04:00:00,123.2
US-CAISO,2024-01-15 05:00:00,160.14
US-CAISO,2024-01-15 06:00:00,146.92
US-CAISO,2024-01-15 07:00:00,155.51
US-CAISO,2024-01-15 08:00:00,197.94
US-CAISO,2024-01-15 09:00:00,153.97
US-CAISO,2024-01-15 10:00:00,58.34
US-CAISO,2024-01-15 11:00:00,171.18
US-CAISO,2024-01-15 12:00:00,147.65
US-CAISO,2024-01-15 13:00:00,135.33
US-CAISO,2024-01-15 14:00:00,170.55
US-CAISO,2024-01-15 15:00:00,131.38
US-CAISO,2024-01-15 16:00:00,113.82
US-CAISO,2024-01-15 17:00:00,173.6
US-CAISO,2024-01-15 18:00:00,174.66
US-CAISO,2024-01-15 19:00:00,122.28
US-CAISO,2024-01-15 20:00:00,142.26
US-CAISO,2024-01-15 21:00:00,125.57
US-CAISO,2024-01-15 22:00:00,192.84
US-CAISO,2024-01-15 23:00:00,176.82
US-CAISO,2024-01-16 00:00:00,191.92
US-CAISO,2024-01-16 01:00:00,116.04
US-CAISO,2024-01-16 02:00:00,130.14
US-CAISO,2024-01-16 03:00:00,158.15
US-CAISO,2024-01-16 04:00:00,147.36
US-CAISO,2024-01-16 05:00:00,118.88
US-CAISO,2024-01-16 06:00:00,66.32
US-CAISO,2024-01-16 07:00:00,157.24
US-CAISO,2024-01-16 08:00:00,154.6
US-CAISO,2024-01-16 09:00:00,140.24
US-CAISO,2024-01-16 10:00:00,152.21
US-CAISO,2024-01-16 11:00:00,187.14
US-CAISO,2024-01-16 12:00:00,169.69
US-CAISO,2024-01-16 13:00:00,140.08
US-CAISO,2024-01-16 14:00:00,120.74
US-CAISO,2024-01-16 15:00:00,155.7
US-CAISO,2024-01-16 16:00:00,147.95
US-CAISO,2024-01-16 17:00:00,152.34
US-CAISO,2024-01-16 18:00:00,125.71
US-CAISO,2024-01-16 19:00:00,144.28
US-CAISO,2024-01-16 20:00:00,90.49
US-CAISO,2024-01-16 21:00:00,126.43
US-CAISO,2024-01-16 22:00:00,126.4
US-CAISO,2024-01-16 23:00:00,170.27
US-CAISO,2024-01-17 00:00:00,161.58
US-CAISO,2024-01-17 01:00:00,147.04
US-CAISO,2024-01-17 02:00:00,169.64
US-CAISO,2024-01-17 03:00:00,209.01
US-CAISO,2024-01-17 04:00:00,163.19
US-CAISO,2024-01-17 05:00:00,198.22
US-CAISO,2024-01-17 06:00:00,177.36
US-CAISO,2024-01-17 07:00:00,101.34
US-CAISO,2024-01-17 08:00:00,157.62
US-CAISO,2024-01-17 09:00:00,198.79
US-CAISO,2024-01-17 10:00:00,183.46
US-CAISO,2024-01-17 11:00:00,125.34
US-CAISO,2024-01-17 12:00:00,158.0
US-CAISO,2024-01-17 13:00:00,125.32
US-CAISO,2024-01-17 14:00:00,163.38
US-CAISO,2024-01-17 15:00:00,128.18
US-CAISO,2024-01-17 16:00:00,160.16
US-CAISO,2024-01-17 17:00:00,178.45
US-CAISO,2024-01-17 18:00:00,132.04
US-CAISO,2024-01-17 19:00:00,132.81
US-CAISO,2024-01-17 20:00:00,162.03
US-CAISO,2024-01-17 21:00:00,202.39
US-CAISO,2024-01-17 22:00:00,180.01
US-CAISO,2024-01-17 23:00:00,125.58
US-CAISO,2024-01-18 00:00:00,163.27
US-CAISO,2024-01-18 01:00:00,153.84
US-CAISO,2024-01-18 02:00:00,202.74
US-CAISO,2024-01-18 03:00:00,168.86
US-CAISO,2024-01-18 04:00:00,146.67
US-CAISO,2024-01-18 05:00:00,144.25
US-CAISO,2024-01-18 06:00:00,140.5
US-CAISO,2024-01-18 07:00:00,164.56
US-CAISO,2024-01-18 08:00:00,199.74
US-CAISO,2024-01-18 09:00:00,152.56
US-CAISO,2024-01-18 10:00:00,170.89
US-CAISO,2024-01-18 11:00:00,193.66
US-CAISO,2024-01-18 12:00:00,188.42
US-CAISO,2024-01-18 13:00:00,134.33
US-CAISO,2024-01-18 14:00:00,130.52
US-CAISO,2024-01-18 15:00:00,141.15
US-CAISO,2024-01-18 16:00:00,114.18
US-CAISO,2024-01-18 17:00:00,165.26
US-CAISO,2024-01-18 18:00:00,223.1
US-CAISO,2024-01-18 19:00:00,169.11
US-CAISO,2024-01-18 20:00:00,154.5
US-CAISO,2024-01-18 21:00:00,147.55
US-CAISO,2024-01-18 22:00:00,127.03
US-CAISO,2024-01-18 23:00:00,197.71
US-CAISO,2024-01-19 00:00:00,119.79
US-CAISO,2024-01-19 01:00:00,142.92
US-CAISO,2024-01-19 02:00:00,176.07
US-CAISO,2024-01-19 03:00:00,162.43
US-CAISO,2024-01-19 04:00:00,210.28
US-CAISO,2024-01-19 05:00:00,122.3
US-CAISO,2024-01-19 06:00:00,188.49
US-CAISO,2024-01-19 07:00:00,174.42
US-CAISO,2024-01-19 08:00:00,111.35
US-CAISO,2024-01-19 09:00:00,156.65
US-CAISO,2024-01-19 10:00:00,159.44
US-CAISO,2024-01-19 11:00:00,114.23
US-CAISO,2024-01-19 12:00:00,156.85
US-CAISO,2024-01-19 13:00:00,206.27
US-CAISO,2024-01-19 14:00:00,125.12
US-CAISO,2024-01-19 15:00:00,184.98
US-CAISO,2024-01-19 16:00:00,122.14
US-CAISO,2024-01-19 17:00:00,125.31
US-CAISO,2024-01-19 18:00:00,96.64
US-CAISO,2024-01-19 19:00:00,153.42
US-CAISO,2024-01-19 20:00:00,117.32
US-CAISO,2024-01-19 21:00:00,145.91
US-CAISO,2024-01-19 22:00:00,172.25
US-CAISO,2024-01-19 23:00:00,161.27
US-CAISO,2024-01-20 00:00:00,241.37
US-CAISO,2024-01-20 01:00:00,139.57
US-CAISO,2024-01-20 02:00:00,198.94
US-CAISO,2024-01-20 03:00:00,172.11
US-CAISO,2024-01-20 04:00:00,123.81
US-CAISO,2024-01-20 05:00:00,203.27
US-CAISO,2024-01-20 06:00:00,168.32
US-CAISO,2024-01-20 07:00:00,148.21
US-CAISO,2024-01-20 08:00:00,136.42
US-CAISO,2024-01-20 09:00:00,50.86
US-CAISO,2024-01-20 10:00:00,208.94
US-CAISO,2024-01-20 11:00:00,198.81
US-CAISO,2024-01-20 12:00:00,142.67
US-CAISO,2024-01-20 13:00:00,186.17
US-CAISO,2024-01-20 14:00:00,153.63
US-CAISO,2024-01-20 15:00:00,166.9
US-CAISO,2024-01-20 16:00:00,136.03
US-CAISO,2024-01-20 17:00:00,108.68
US-CAISO,2024-01-20 18:00:00,182.03
US-CAISO,2024-01-20 19:00:00,175.56
US-CAISO,2024-01-20 20:00:00,161.99
US-CAISO,2024-01-20 21:00:00,184.66
US-CAISO,2024-01-20 22:00:00,110.26
US-CAISO,2024-01-20 23:00:00,146.45
US-CAISO,2024-01-21 00:00:00,181.27
US-CAISO,2024-01-21 01:00:00,126.28
US-CAISO,2024-01-21 02:00:00,111.24
US-CAISO,2024-01-21 03:00:00,146.65
US-CAISO,2024-01-21 04:00:00,176.28
US-CAISO,2024-01-21 05:00:00,130.91
US-CAISO,2024-01-21 06:00:00,148.03
US-CAISO,2024-01-21 07:00:00,185.08
US-CAISO,2024-01-21 08:00:00,184.45
US-CAISO,2024-01-21 09:00:00,109.89
US-CAISO,2024-01-21 10:00:00,136.26
US-CAISO,2024-01-21 11:00:00,147.96
US-CAISO,2024-01-21 12:00:00,156.57
US-CAISO,2024-01-21 13:00:00,134.15
US-CAISO,2024-01-21 14:00:00,112.77
US-CAISO,2024-01-21 15:00:00,141.42
US-CAISO,2024-01-21 16:00:00,150.04
US-CAISO,2024-01-21 17:00:00,157.17
US-CAISO,2024-01-21 18:00:00,154.65
US-CAISO,2024-01-21 19:00:00,79.89
US-CAISO,2024-01-21 20:00:00,186.81
US-CAISO,2024-01-21 21:00:00,103.33
US-CAISO,2024-01-21 22:00:00,122.17
US-CAISO,2024-01-21 23:00:00,192.94
US-CAISO,2024-01-22 00:00:00,101.91
US-CAISO,2024-01-22 01:00:00,135.39
US-CAISO,2024-01-22 02:00:00,105.14
US-CAISO,2024-01-22 03:00:00,147.17
US-CAISO,2024-01-22 04:00:00,138.44
US-CAISO,2024-01-22 05:00:00,152.8
US-CAISO,2024-01-22 06:00:00,157.23
US-CAISO,2024-01-22 07:00:00,216.7
US-CAISO,2024-01-22 08:00:00,163.74
US-CAISO,2024-01-22 09:00:00,142.04
US-CAISO,2024-01-22 10:00:00,201.27
US-CAISO,2024-01-22 11:00:00,74.88
US-CAISO,2024-01-22 12:00:00,168.9
US-CAISO,2024-01-22 13:00:00,108.53
US-CAISO,2024-01-22 14:00:00,154.47
US-CAISO,2024-01-22 15:00:00,150.18
US-CAISO,2024-01-22 16:00:00,190.18
US-CAISO,2024-01-22 17:00:00,134.96
US-CAISO,2024-01-22 18:00:00,180.54
US-CAISO,2024-01-22 19:00:00,115.18
US-CAISO,2024-01-22 20:00:00,155.51
US-CAISO,2024-01-22 21:00:00,198.53
US-CAISO,2024-01-22 22:00:00,120.98
US-CAISO,2024-01-22 23:00:00,105.3
US-CAISO,2024-01-23 00:00:00,142.61
US-CAISO,2024-01-23 01:00:00,132.01
US-CAISO,2024-01-23 02:00:00,147.99
US-CAISO,2024-01-23 03:00:00,158.2
US-CAISO,2024-01-23 04:00:00,154.11
US-CAISO,2024-01-23 05:00:00,161.13
US-CAISO,2024-01-23 06:00:00,127.66
US-CAISO,2024-01-23 07:00:00,176.48
US-CAISO,2024-01-23 08:00:00,134.76
US-CAISO,2024-01-23 09:00:00,167.82
US-CAISO,2024-01-23 10:00:00,114.46
US-CAISO,2024-01-23 11:00:00,146.02
US-CAISO,2024-01-23 12:00:00,120.4
US-CAISO,2024-01-23 13:00:00,135.34
US-CAISO,2024-01-23 14:00:00,155.34
US-CAISO,2024-01-23 15:00:00,160.01
US-CAISO,2024-01-23 16:00:00,201.47
US-CAISO,2024-01-23 17:00:00,172.87
US-CAISO,2024-01-23 18:00:00,143.33
US-CAISO,2024-01-23 19:00:00,150.63
US-CAISO,2024-01-23 20:00:00,129.74
US-CAISO,2024-01-23 21:00:00,162.44
US-CAISO,2024-01-23 22:00:00,152.12
US-CAISO,2024-01-23 23:00:00,198.3
US-CAISO,2024-01-24 00:00:00,132.23
US-CAISO,2024-01-24 01:00:00,164.75
US-CAISO,2024-01-24 02:00:00,198.32
US-CAISO,2024-01-24 03:00:00,123.99
US-CAISO,2024-01-24 04:00:00,178.25
US-CAISO,2024-01-24 05:00:00,189.19
US-CAISO,2024-01-24 06:00:00,159.74
US-CAISO,2024-01-24 07:00:00,151.73
US-CAISO,2024-01-24 08:00:00,139.92
US-CAISO,2024-01-24 09:00:00,154.02
US-CAISO,2024-01-24 10:00:00,211.78
US-CAISO,2024-01-24 11:00:00,175.98
US-CAISO,2024-01-24 12:00:00,164.19
US-CAISO,2024-01-24 13:00:00,132.74
US-CAISO,2024-01-24 14:00:00,193.21
US-CAISO,2024-01-24 15:00:00,157.34
US-CAISO,2024-01-24 16:00:00,128.25
US-CAISO,2024-01-24 17:00:00,151.11
US-CAISO,2024-01-24 18:00:00,166.95
US-CAISO,2024-01-24 19:00:00,106.6
US-CAISO,2024-01-24 20:00:00,175.57
US-CAISO,2024-01-24 21:00:00,80.9
US-CAISO,2024-01-24 22:00:00,123.56
US-CAISO,2024-01-24 23:00:00,136.92
US-CAISO,2024-01-25 00:00:00,158.52
US-CAISO,2024-01-25 01:00:00,213.13
US-CAISO,2024-01-25 02:00:00,124.03
US-CAISO,2024-01-25 03:00:00,147.72
US-CAISO,2024-01-25 04:00:00,154.42
US-CAISO,2024-01-25 05:00:00,148.28
